PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
750,0,3,1,31,0,0,775,2
751,1,2,2,4,1,1,23,3
752,1,3,1,6,0,1,12475,3
753,0,3,1,33,0,0,95,3
754,0,3,1,23,0,0,78958,3
755,1,2,2,48,1,2,65,3
756,1,2,1,67,1,1,145,3
757,0,3,1,28,0,0,77958,3
758,0,2,1,18,0,0,115,3
759,0,3,1,34,0,0,805,3
760,1,1,2,33,0,0,865,3
761,0,3,1,38,0,0,145,3
762,0,3,1,41,0,0,7125,3
763,1,3,1,20,0,0,72292,1
764,1,1,2,36,1,2,120,3
765,0,3,1,16,0,0,7775,3
766,1,1,2,51,1,0,779583,3
767,0,1,1,38,0,0,396,1
768,0,3,2,305,0,0,775,2
769,0,3,1,38,1,0,2415,2
770,0,3,1,32,0,0,83625,3
771,0,3,1,24,0,0,95,3
772,0,3,1,48,0,0,78542,3
773,0,2,2,57,0,0,105,3
774,0,3,1,38,0,0,7225,1
775,1,2,2,54,1,3,23,3
776,0,3,1,18,0,0,775,3
777,0,3,1,38,0,0,775,2
778,1,3,2,5,0,0,12475,3
779,0,3,1,38,0,0,77375,2
780,1,1,2,43,0,1,2113375,3
781,1,3,2,13,0,0,72292,1
782,1,1,2,17,1,0,57,3
783,0,1,1,29,0,0,30,3
784,0,3,1,38,1,2,2345,3
785,0,3,1,25,0,0,705,3
786,0,3,1,25,0,0,725,3
787,1,3,2,18,0,0,74958,3
788,0,3,1,8,4,1,29125,2
789,1,3,1,1,1,2,20575,3
790,0,1,1,46,0,0,792,1
791,0,3,1,38,0,0,775,2
792,0,2,1,16,0,0,26,3
793,0,3,2,38,8,2,6955,3
794,0,1,1,38,0,0,306958,1
795,0,3,1,25,0,0,78958,3
796,0,2,1,39,0,0,13,3
797,1,1,2,49,0,0,259292,3
798,1,3,2,31,0,0,86833,3
799,0,3,1,30,0,0,72292,1
800,0,3,2,30,1,1,2415,3
801,0,2,1,34,0,0,13,3
802,1,2,2,31,1,1,2625,3
803,1,1,1,11,1,2,120,3
804,1,3,1,42,0,1,85167,1
805,1,3,1,27,0,0,6975,3
806,0,3,1,31,0,0,7775,3
807,0,1,1,39,0,0,0,3
808,0,3,2,18,0,0,7775,3
809,0,2,1,39,0,0,13,3
810,1,1,2,33,1,0,531,3
811,0,3,1,26,0,0,78875,3
812,0,3,1,39,0,0,2415,3
813,0,2,1,35,0,0,105,3
814,0,3,2,6,4,2,31275,3
815,0,3,1,305,0,0,805,3
816,0,1,1,38,0,0,0,3
817,0,3,2,23,0,0,7925,3
818,0,2,1,31,1,1,370042,1
819,0,3,1,43,0,0,645,3
820,0,3,1,10,3,2,279,3
821,1,1,2,52,1,1,935,3
822,1,3,1,27,0,0,86625,3
823,0,1,1,38,0,0,0,3
824,1,3,2,27,0,1,12475,3
825,0,3,1,2,4,1,396875,3
826,0,3,1,38,0,0,695,2
827,0,3,1,38,0,0,564958,3
828,1,2,1,1,0,2,370042,1
829,1,3,1,38,0,0,775,2
830,1,1,2,62,0,0,80,3
831,1,3,2,15,1,0,144542,1
832,1,2,1,83,1,1,1875,3
833,0,3,1,38,0,0,72292,1
834,0,3,1,23,0,0,78542,3
835,0,3,1,18,0,0,83,3
836,1,1,2,39,1,1,831583,1
837,0,3,1,21,0,0,86625,3
838,0,3,1,38,0,0,805,3
839,1,3,1,32,0,0,564958,3
840,1,1,1,38,0,0,297,1
841,0,3,1,20,0,0,7925,3
842,0,2,1,16,0,0,105,3
843,1,1,2,30,0,0,31,1
844,0,3,1,345,0,0,64375,1
845,0,3,1,17,0,0,86625,3
846,0,3,1,42,0,0,755,3
847,0,3,1,38,8,2,6955,3
848,0,3,1,35,0,0,78958,1
849,0,2,1,28,0,1,33,3
850,1,1,2,38,1,0,891042,1
851,0,3,1,4,4,2,31275,3
852,0,3,1,74,0,0,7775,3
853,0,3,2,9,1,1,152458,1
854,1,1,2,16,0,1,394,3
855,0,2,2,44,1,0,26,3
856,1,3,2,18,0,1,935,3
857,1,1,2,45,1,1,1648667,3
858,1,1,1,51,0,0,2655,3
859,1,3,2,24,0,3,192583,1
860,0,3,1,38,0,0,72292,1
861,0,3,1,41,2,0,141083,3
862,0,2,1,21,1,0,115,3
863,1,1,2,48,0,0,259292,3
864,0,3,2,38,8,2,6955,3
865,0,2,1,24,0,0,13,3
866,1,2,2,42,0,0,13,3
867,1,2,2,27,1,0,138583,1
868,0,1,1,31,0,0,504958,3
869,0,3,1,38,0,0,95,3
870,1,3,1,4,1,1,111333,3
871,0,3,1,26,0,0,78958,3
872,1,1,2,47,1,1,525542,3
873,0,1,1,33,0,0,5,3
874,0,3,1,47,0,0,9,3
875,1,2,2,28,1,0,24,1
876,1,3,2,15,0,0,7225,1
877,0,3,1,20,0,0,98458,3
878,0,3,1,19,0,0,78958,3
879,0,3,1,38,0,0,78958,3
880,1,1,2,56,0,1,831583,1
881,1,2,2,25,0,1,26,3
882,0,3,1,33,0,0,78958,3
883,0,3,2,22,0,0,105167,3
884,0,2,1,28,0,0,105,3
885,0,3,1,25,0,0,705,3
886,0,3,2,39,0,5,29125,2
887,0,2,1,27,0,0,13,3
888,1,1,2,19,0,0,30,3
889,0,3,2,38,1,2,2345,3
890,1,1,1,26,0,0,30,1
891,0,3,1,32,0,0,775,2
